nameseq,avg_betweenness.1-mer,avg_degree.1-mer,assortativity_degree.1-mer,maxdegree.1-mer,mindegree.1-mer,std_degree.1-mer,average_path_length.1-mer,transitivity_avglocal_undirected.1-mer,transitivity_undirected.1-mer,number_of_edges.1-mer,motifs3.1-mer,motifs4.1-mer,authority_score.1-mer,closeness.1-mer,Burts_constraint.1-mer,count_multiple.1-mer,density.1-mer,diameter.1-mer,eccentricity.1-mer,edge_betweenness.1-mer,hub_score.1-mer,maxdegreetwo.1-mer,neighborhood_size.1-mer,radius.1-mer,avg_weighted_degree.1-mer,number_vertices.1-mer,avg_betweenness.2-mer,avg_degree.2-mer,assortativity_degree.2-mer,maxdegree.2-mer,mindegree.2-mer,std_degree.2-mer,average_path_length.2-mer,transitivity_avglocal_undirected.2-mer,transitivity_undirected.2-mer,number_of_edges.2-mer,motifs3.2-mer,motifs4.2-mer,authority_score.2-mer,closeness.2-mer,Burts_constraint.2-mer,count_multiple.2-mer,density.2-mer,diameter.2-mer,eccentricity.2-mer,edge_betweenness.2-mer,hub_score.2-mer,maxdegreetwo.2-mer,neighborhood_size.2-mer,radius.2-mer,avg_weighted_degree.2-mer,number_vertices.2-mer,avg_betweenness.3-mer,avg_degree.3-mer,assortativity_degree.3-mer,maxdegree.3-mer,mindegree.3-mer,std_degree.3-mer,average_path_length.3-mer,transitivity_avglocal_undirected.3-mer,transitivity_undirected.3-mer,number_of_edges.3-mer,motifs3.3-mer,motifs4.3-mer,authority_score.3-mer,closeness.3-mer,Burts_constraint.3-mer,count_multiple.3-mer,density.3-mer,diameter.3-mer,eccentricity.3-mer,edge_betweenness.3-mer,hub_score.3-mer,maxdegreetwo.3-mer,neighborhood_size.3-mer,radius.3-mer,avg_weighted_degree.3-mer,number_vertices.3-mer,label
non-NeuroP008988,4.125,2.5,0.34426229508196604,4.0,2.0,0.7071067811865476,2.1785714285714284,0.0,0.0,10.0,9.0,10.0,0.47552466884849376,0.46440199055330633,0.5538194444444444,1.2,0.35714285714285715,4.0,3.375,6.1,0.47552466884849354,4.0,3.0,3.0,2.5,8.0,12.0,1.7999999999999998,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332269,0.2853798314443476,0.6000000000000001,1.0,0.2,9.0,7.0,18.333333333333332,0.7026674183332271,2.0,2.7999999999999994,5.0,1.7999999999999998,10.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750049,0.31386000121632307,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750046,2.0,2.7777777777777772,4.0,1.7777777777777777,9.0,0
non-NeuroP002460,1.1666666666666667,3.3333333333333335,-0.3333333333333338,6.0,2.0,1.49071198499986,1.4666666666666666,0.4444444444444444,0.375,10.0,12.0,12.0,0.5679501355487893,0.6944444444444444,0.5963541666666666,1.0,0.6666666666666667,2.0,2.0,2.1999999999999997,0.5679501355487891,4.0,3.6666666666666665,2.0,3.3333333333333335,6.0,11.999999999999998,1.7999999999999998,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332271,0.28537983144434753,0.6000000000000001,1.0,0.2,9.0,7.0,18.333333333333332,0.7026674183332268,2.0,2.7999999999999994,5.0,1.7999999999999998,10.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750048,0.31386000121632307,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750047,2.0,2.7777777777777777,4.0,1.7777777777777777,9.0,0
non-NeuroP004605,4.0,3.8,0.014814814814814671,10.0,2.0,2.2715633383201097,1.8888888888888888,0.07666666666666666,0.08571428571428572,19.0,33.0,66.0,0.354283512516056,0.5403856785629231,0.43515625,1.3157894736842108,0.4222222222222222,3.0,2.7999999999999994,4.473684210526315,0.35428351251605594,8.0,3.9999999999999996,2.0,3.8,10.0,50.99999999999999,1.8947368421052628,-0.05882352941176022,2.0,1.0,0.30689220499185793,6.666666666666667,0.0,0.0,18.0,17.0,16.0,0.6687476176934043,0.1570465917600372,0.5526315789473686,1.0,0.10526315789473684,18.0,13.736842105263158,63.333333333333336,0.6687476176934045,2.0,2.8947368421052633,9.0,1.8947368421052628,19.0,45.333333333333336,1.8888888888888886,-0.06249999999999649,2.0,1.0,0.3142696805273545,6.333333333333333,0.0,0.0,17.0,16.0,15.0,0.6727536436356111,0.16530820971063842,0.5555555555555557,1.0,0.1111111111111111,17.0,13.000000000000002,57.0,0.6727536436356103,2.0,2.888888888888889,9.0,1.8888888888888886,18.0,0
non-NeuroP054607,2.5714285714285716,3.9999999999999996,0.37777777777777777,9.0,2.0,3.1622776601683795,1.8571428571428572,0.23809523809523808,0.2727272727272727,14.0,9.0,10.0,0.3698307464295988,0.5415584415584416,0.6949782828583327,2.4285714285714284,0.6666666666666666,3.0,3.0,2.785714285714286,0.36983074642959873,7.0,3.285714285714286,3.0,3.9999999999999996,7.0,9.09090909090909,2.3636363636363638,0.2777777777777771,4.0,2.0,0.7713892158398701,2.8181818181818183,0.1515151515151515,0.2,13.0,13.0,14.0,0.35123720167095485,0.3558102178791833,0.5738636363636365,1.1538461538461537,0.2363636363636364,5.0,5.0,11.923076923076922,0.35123720167095485,4.0,3.1818181818181825,5.0,2.3636363636363638,11.0,21.999999999999996,1.846153846153846,-0.09090909090909989,2.0,1.0,0.36080121229411,4.666666666666667,0.0,0.0,12.0,11.0,10.0,0.6827111903822897,0.22429811943779776,0.576923076923077,1.0,0.15384615384615385,12.0,9.230769230769232,30.333333333333332,0.6827111903822894,2.0,2.846153846153846,6.0,1.846153846153846,13.0,0
non-NeuroP053068,5.1000000000000005,3.5999999999999996,0.19101123595505476,7.0,2.0,1.42828568570857,2.1333333333333333,0.0,0.0,18.0,19.0,32.0,0.39876788614122055,0.4764604861083189,0.4585555555555556,1.2222222222222225,0.4,4.0,3.4000000000000004,5.333333333333333,0.3987678861412206,5.0,3.4000000000000004,3.0,3.5999999999999996,10.0,35.64705882352941,1.9999999999999998,-0.030303030303020874,3.0,1.0,0.3429971702850177,5.455882352941177,0.0,0.0,17.0,18.0,20.0,0.3686280438370361,0.19082353030317586,0.519607843137255,1.0,0.125,14.0,10.941176470588236,43.64705882352941,0.368628043837036,3.0,3.0,7.0,1.9999999999999998,17.0,40.0,1.8823529411764701,-0.06666666666666667,2.0,1.0,0.32218973970892123,6.0,0.0,0.0,16.0,15.0,14.0,0.6723560178094916,0.1744870141937272,0.5588235294117649,1.0,0.11764705882352941,16.0,12.235294117647058,51.0,0.6723560178094905,2.0,2.8823529411764706,8.0,1.8823529411764701,17.0,0
non-NeuroP051944,5.545454545454546,2.909090909090909,-0.08538011695906433,6.0,1.0,1.6211413181933645,2.109090909090909,0.12333333333333334,0.0967741935483871,16.0,29.0,60.0,0.3890324685674738,0.48995612230906355,0.5253226711560045,1.3750000000000002,0.2909090909090909,4.0,3.272727272727273,7.250000000000001,0.3890324685674737,6.0,3.545454545454545,2.0,2.909090909090909,11.0,21.8,2.0000000000000004,-0.30952380952381053,4.0,1.0,0.6324555320336759,4.114285714285714,0.0,0.0,15.0,18.0,23.0,0.3714655269781251,0.25424679835291736,0.5500000000000002,1.0,0.14285714285714285,10.0,7.999999999999999,28.799999999999994,0.3714655269781251,4.0,3.0000000000000004,5.0,2.0000000000000004,15.0,30.33333333333333,1.8666666666666665,-0.07692307692308001,2.0,1.0,0.3399346342395189,5.333333333333333,0.0,0.0,14.0,13.0,12.0,0.6768780258405901,0.19628309077330183,0.5666666666666668,1.0,0.13333333333333333,14.0,10.733333333333334,40.0,0.6768780258405906,2.0,2.8666666666666663,7.0,1.8666666666666665,15.0,0
non-NeuroP007957,1.8333333333333335,4.0,-0.2914798206278036,9.0,1.0,2.7688746209726918,1.7333333333333334,0.5,0.30000000000000004,12.0,8.0,7.0,0.42115395294104185,0.604527417027417,0.7789583333333333,2.0,0.8,3.0,2.5,2.166666666666667,0.4211539529410419,6.0,3.0,2.0,4.0,6.0,7.3999999999999995,2.2,-0.29411764705882343,4.0,1.0,0.7483314773547882,2.6444444444444444,0.2592592592592593,0.1875,11.0,14.0,18.0,0.5748036771326734,0.3940981862964622,0.6375,1.0,0.24444444444444446,5.0,4.200000000000001,10.818181818181818,0.574803677132673,4.0,3.2,3.0,2.2,10.0,14.999999999999998,1.8181818181818181,-0.11111111111110837,2.0,1.0,0.38569460791993504,4.0,0.0,0.0,10.0,9.0,8.0,0.6905231011568314,0.26163358208418996,0.5909090909090909,1.0,0.18181818181818182,10.0,7.727272727272727,22.0,0.690523101156832,2.0,2.818181818181818,5.0,1.8181818181818181,11.0,0
non-NeuroP014254,5.625,7.874999999999999,-0.07990305776605755,20.0,2.0,4.833153732295301,1.75,0.4675805675805677,0.42323651452282157,63.0,173.0,590.0,0.36055446725929874,0.5858762308597835,0.42341216733588205,1.6984126984126986,0.525,4.0,2.875,3.333333333333334,0.3605544672592986,16.0,6.375000000000001,2.0,7.874999999999999,16.0,188.4909090909091,2.2545454545454544,0.29729729729729765,5.0,1.0,0.7439008198355921,7.981144781144781,0.012345679012345678,0.03488372093023256,62.0,84.0,138.0,0.11689546177428645,0.13295113312103546,0.4839261363636364,1.0322580645161292,0.04175084175084175,24.0,17.872727272727275,191.16129032258067,0.11689546177428642,5.0,3.2181818181818183,12.0,2.2545454545454544,55.0,548.2622950819673,2.0,-0.016666666666660546,4.0,1.0,0.31362502409359,19.275409836065574,0.0,0.0,61.0,64.0,68.0,0.08561085853148008,0.05460231437737868,0.5122950819672132,1.0,0.03333333333333333,57.0,42.42622950819673,578.2622950819673,0.08561085853148002,4.0,3.0,29.0,2.0,61.0,0
non-NeuroP013519,5.25,2.0,-0.3968253968253968,4.0,1.0,0.8660254037844386,2.5,0.36111111111111116,0.2727272727272727,8.0,9.0,9.0,0.48519853400506185,0.4172762033288349,0.7265625,1.0,0.2857142857142857,5.0,4.25,8.75,0.48519853400506185,4.0,3.0,3.0,2.0,8.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929543,0.34864267676767674,0.625,1.0,0.25,7.0,5.499999999999999,12.0,0.7198463103929543,2.0,2.75,4.0,1.75,8.0,5.0,1.7142857142857144,-0.19999999999999551,2.0,1.0,0.45175395145262565,2.6666666666666665,0.0,0.0,6.0,5.0,4.0,0.7181913560179785,0.3920722135007849,0.6428571428571428,1.0,0.2857142857142857,6.0,4.714285714285714,9.333333333333334,0.7181913560179783,2.0,2.7142857142857144,3.0,1.7142857142857144,7.0,0
non-NeuroP013978,11.333333333333334,2.333333333333334,-0.28384279475982443,4.0,1.0,1.0274023338281626,3.0606060606060606,0.0,0.0,14.0,20.0,32.0,0.2886675321859108,0.3445558428261277,0.5416666666666667,1.0,0.21212121212121213,8.0,6.0,14.428571428571427,0.2886675321859124,4.0,3.166666666666666,4.0,2.333333333333334,12.0,26.0,1.857142857142857,-0.08333333333333073,2.0,1.0,0.3499271061118826,5.0,0.0,0.0,13.0,12.0,11.0,0.68334087382183,0.20935805366845697,0.5714285714285715,1.0,0.14285714285714285,13.0,9.999999999999998,35.0,0.6833408738218305,2.0,2.8571428571428563,7.0,1.857142857142857,14.0,21.999999999999996,1.846153846153846,-0.09090909090909989,2.0,1.0,0.36080121229410994,4.666666666666667,0.0,0.0,12.0,11.0,10.0,0.6827111903822888,0.22429811943779776,0.576923076923077,1.0,0.15384615384615385,12.0,9.23076923076923,30.333333333333332,0.6827111903822898,2.0,2.8461538461538454,6.0,1.846153846153846,13.0,0
non-NeuroP045523,4.25,2.5,-0.31782945736434276,4.0,1.0,1.224744871391589,2.2142857142857144,0.4333333333333334,0.25,10.0,10.0,13.0,0.49602394928477556,0.4714070855614973,0.7734375,1.4,0.35714285714285715,4.0,3.3750000000000004,6.199999999999999,0.49602394928477556,4.0,3.0,2.0,2.5,8.0,12.000000000000002,1.7999999999999998,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332269,0.28537983144434753,0.6000000000000001,1.0,0.2,9.0,7.0,18.333333333333332,0.7026674183332269,2.0,2.7999999999999994,5.0,1.7999999999999998,10.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750047,0.31386000121632307,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222223,14.999999999999998,0.7015279460750048,2.0,2.7777777777777772,4.0,1.7777777777777777,9.0,0
non-NeuroP042246,2.857142857142857,2.571428571428571,-0.11111111111111072,4.0,1.0,1.049781318335648,1.9523809523809523,0.5555555555555555,0.5,9.0,12.0,12.0,0.6309074719312897,0.539431157078216,0.6839037698412699,1.0,0.4285714285714286,4.0,3.2857142857142856,4.555555555555556,0.6309074719312896,4.0,3.571428571428571,2.0,2.571428571428571,7.0,9.333333333333332,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750047,0.313860001216323,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750047,2.0,2.7777777777777777,4.0,1.7777777777777777,9.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929541,0.34864267676767674,0.625,1.0,0.25,7.0,5.5,12.0,0.7198463103929541,2.0,2.7499999999999996,4.0,1.75,8.0,0
non-NeuroP016314,1.1666666666666665,3.6666666666666665,-0.3943661971830988,5.0,2.0,1.247219128924647,1.4666666666666666,0.7666666666666666,0.6818181818181818,11.0,12.0,10.0,0.7579136138595065,0.7116402116402116,0.7056739583333332,1.3636363636363635,0.7333333333333333,3.0,2.333333333333333,2.0,0.7579136138595062,5.0,4.0,2.0,3.6666666666666665,6.0,15.000000000000002,1.8181818181818181,-0.11111111111110837,2.0,1.0,0.38569460791993504,4.0,0.0,0.0,10.0,9.0,8.0,0.6905231011568322,0.26163358208418996,0.5909090909090909,1.0,0.18181818181818182,10.0,7.7272727272727275,22.0,0.6905231011568318,2.0,2.818181818181818,5.0,1.8181818181818181,11.0,12.0,1.7999999999999998,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332271,0.28537983144434764,0.6000000000000001,1.0,0.2,9.0,6.999999999999999,18.333333333333332,0.702667418333227,2.0,2.8,5.0,1.7999999999999998,10.0,0
non-NeuroP008357,8.749999999999998,3.0000000000000004,0.29797191887675506,6.0,1.0,1.4719601443879744,2.590909090909091,0.0,0.0,18.0,23.0,39.0,0.3259506960614044,0.3994892473316212,0.5208333333333333,1.2222222222222225,0.2727272727272727,5.0,4.25,9.5,0.32595069606140453,4.0,3.3333333333333335,3.0,3.0000000000000004,12.0,30.705882352941174,1.9999999999999998,-0.2986111111111105,4.0,1.0,0.5940885257860046,4.838235294117647,0.0,0.0,17.0,20.0,25.0,0.3300031412888033,0.21590130314330597,0.5441176470588235,1.0,0.125,12.0,9.588235294117647,38.70588235294118,0.3300031412888036,4.0,3.0,6.0,1.9999999999999998,17.0,40.00000000000001,1.8823529411764706,-0.06666666666666667,2.0,1.0,0.32218973970892123,6.0,0.0,0.0,16.0,15.0,14.0,0.6723560178094897,0.17448701419372717,0.5588235294117647,1.0,0.11764705882352941,16.0,12.235294117647058,51.0,0.6723560178094916,2.0,2.8823529411764706,8.0,1.8823529411764706,17.0,0
