nameseq,avg_betweenness.1-mer,avg_degree.1-mer,assortativity_degree.1-mer,maxdegree.1-mer,mindegree.1-mer,std_degree.1-mer,average_path_length.1-mer,transitivity_avglocal_undirected.1-mer,transitivity_undirected.1-mer,number_of_edges.1-mer,motifs3.1-mer,motifs4.1-mer,authority_score.1-mer,closeness.1-mer,Burts_constraint.1-mer,count_multiple.1-mer,density.1-mer,diameter.1-mer,eccentricity.1-mer,edge_betweenness.1-mer,hub_score.1-mer,maxdegreetwo.1-mer,neighborhood_size.1-mer,radius.1-mer,avg_weighted_degree.1-mer,number_vertices.1-mer,avg_betweenness.2-mer,avg_degree.2-mer,assortativity_degree.2-mer,maxdegree.2-mer,mindegree.2-mer,std_degree.2-mer,average_path_length.2-mer,transitivity_avglocal_undirected.2-mer,transitivity_undirected.2-mer,number_of_edges.2-mer,motifs3.2-mer,motifs4.2-mer,authority_score.2-mer,closeness.2-mer,Burts_constraint.2-mer,count_multiple.2-mer,density.2-mer,diameter.2-mer,eccentricity.2-mer,edge_betweenness.2-mer,hub_score.2-mer,maxdegreetwo.2-mer,neighborhood_size.2-mer,radius.2-mer,avg_weighted_degree.2-mer,number_vertices.2-mer,avg_betweenness.3-mer,avg_degree.3-mer,assortativity_degree.3-mer,maxdegree.3-mer,mindegree.3-mer,std_degree.3-mer,average_path_length.3-mer,transitivity_avglocal_undirected.3-mer,transitivity_undirected.3-mer,number_of_edges.3-mer,motifs3.3-mer,motifs4.3-mer,authority_score.3-mer,closeness.3-mer,Burts_constraint.3-mer,count_multiple.3-mer,density.3-mer,diameter.3-mer,eccentricity.3-mer,edge_betweenness.3-mer,hub_score.3-mer,maxdegreetwo.3-mer,neighborhood_size.3-mer,radius.3-mer,avg_weighted_degree.3-mer,number_vertices.3-mer,label
NP00594,2.4285714285714284,2.571428571428571,-0.40335051546391737,8.0,1.0,2.258769757263128,1.8095238095238095,0.0,0.0,9.0,13.0,17.0,0.3844146206850833,0.5740973312401884,0.6746031746031746,1.2222222222222223,0.4285714285714286,3.0,2.571428571428571,4.222222222222221,0.3844146206850832,6.0,3.0,2.0,2.571428571428571,7.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750049,0.313860001216323,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750048,2.0,2.7777777777777777,4.0,1.7777777777777777,9.0,7.000000000000001,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929542,0.34864267676767674,0.625,1.0,0.25,7.0,5.500000000000001,12.0,0.7198463103929542,2.0,2.75,4.0,1.75,8.0,1
NP01904,3.7142857142857144,2.285714285714286,-0.7454545454545455,4.0,1.0,0.880630571852711,2.238095238095238,0.4666666666666667,0.3333333333333333,8.0,7.0,6.0,0.5451803206158791,0.46298701298701295,0.7857142857142858,1.25,0.38095238095238093,4.0,3.4285714285714284,5.875,0.5451803206158788,4.0,3.0,2.0,2.285714285714286,7.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.719846310392954,0.34864267676767674,0.625,1.0,0.25,7.0,5.5,12.0,0.7198463103929538,2.0,2.7499999999999996,4.0,1.75,8.0,5.000000000000001,1.7142857142857144,-0.19999999999999551,2.0,1.0,0.45175395145262565,2.6666666666666665,0.0,0.0,6.0,5.0,4.0,0.7181913560179782,0.39207221350078497,0.6428571428571428,1.0,0.2857142857142857,6.0,4.714285714285714,9.333333333333334,0.7181913560179781,2.0,2.714285714285714,3.0,1.7142857142857144,7.0,1
NP01729,2.666666666666667,2.0,-0.09090909090908747,3.0,1.0,0.5773502691896257,2.066666666666667,0.4666666666666666,0.42857142857142855,6.0,5.0,4.0,0.6194795885323072,0.5027056277056277,0.7708333333333333,1.0,0.4,4.0,3.3333333333333335,5.166666666666667,0.6194795885323073,3.0,3.0,2.0,2.0,6.0,3.3333333333333335,1.6666666666666667,-0.2500000000000007,2.0,1.0,0.4714045207910317,2.3333333333333335,0.0,0.0,5.0,4.0,3.0,0.7489932012391555,0.4478114478114478,0.6666666666666666,1.0,0.33333333333333337,5.0,4.0,7.0,0.7489932012391556,2.0,2.6666666666666665,3.0,1.6666666666666667,6.0,2.0,1.6,-0.3333333333333333,2.0,1.0,0.4898979485566356,2.0,0.0,0.0,4.0,3.0,2.0,0.7464101615137754,0.5219047619047619,0.7,1.0,0.4,4.0,3.2,5.0,0.7464101615137755,2.0,2.6,2.0,1.6,5.0,1
NP00053,5.727272727272728,3.4545454545454546,0.09523809523809584,6.0,2.0,1.5587661999529314,2.1454545454545455,0.24545454545454548,0.25,19.0,30.0,56.0,0.4244496596429136,0.48136567855115564,0.5249400252525253,1.105263157894737,0.34545454545454546,4.0,3.3636363636363638,6.210526315789474,0.4244496596429137,5.0,3.909090909090909,2.0,3.4545454545454546,11.0,39.55555555555556,2.0,-0.05882352941176249,4.0,1.0,0.5773502691896257,5.65359477124183,0.13541666666666669,0.14285714285714285,18.0,19.0,21.0,0.24786352401944547,0.18500363676186354,0.6006944444444445,1.0,0.11764705882352941,15.0,11.555555555555555,48.05555555555556,0.247863524019445,4.0,2.9999999999999996,8.0,2.0,18.0,45.33333333333333,1.8888888888888886,-0.06249999999999649,2.0,1.0,0.3142696805273545,6.333333333333333,0.0,0.0,17.0,16.0,15.0,0.6727536436356116,0.1653082097106384,0.5555555555555557,1.0,0.1111111111111111,17.0,13.0,57.0,0.6727536436356121,2.0,2.888888888888888,9.0,1.8888888888888886,18.0,1
NP05001,0.8,2.4,-0.499999999999999,4.0,2.0,0.8,1.4,0.8666666666666668,0.6000000000000001,6.0,6.0,4.0,0.7123105625617663,0.7333333333333333,0.875,1.0,0.6,2.0,1.8,2.3333333333333335,0.712310562561766,4.0,3.4,1.0,2.4,5.0,3.333333333333333,1.6666666666666667,-0.2500000000000007,2.0,1.0,0.4714045207910317,2.3333333333333335,0.0,0.0,5.0,4.0,3.0,0.7489932012391556,0.44781144781144777,0.6666666666666666,1.0,0.33333333333333337,5.0,4.0,7.0,0.7489932012391556,2.0,2.666666666666667,3.0,1.6666666666666667,6.0,2.0,1.6,-0.3333333333333333,2.0,1.0,0.4898979485566356,2.0,0.0,0.0,4.0,3.0,2.0,0.7464101615137753,0.5219047619047619,0.7,1.0,0.4,4.0,3.2,5.0,0.7464101615137756,2.0,2.6,2.0,1.6,5.0,1
NP00886,2.0,2.0,-0.46666666666666645,4.0,1.0,1.0,1.8,0.5416666666666667,0.3333333333333333,6.0,7.0,7.0,0.5990491061929211,0.5810185185185185,0.8020833333333334,1.0,0.4,3.0,2.6666666666666665,4.5,0.599049106192921,4.0,3.0,2.0,2.0,6.0,3.3333333333333335,1.6666666666666667,-0.2500000000000007,2.0,1.0,0.4714045207910317,2.3333333333333335,0.0,0.0,5.0,4.0,3.0,0.7489932012391556,0.4478114478114478,0.6666666666666666,1.0,0.33333333333333337,5.0,4.0,7.0,0.7489932012391557,2.0,2.6666666666666665,3.0,1.6666666666666667,6.0,2.0,1.6,-0.3333333333333333,2.0,1.0,0.4898979485566356,2.0,0.0,0.0,4.0,3.0,2.0,0.7464101615137755,0.5219047619047619,0.7,1.0,0.4,4.0,3.2,5.0,0.7464101615137756,2.0,2.6,2.0,1.6,5.0,1
NP00135,3.875,2.25,-0.31012658227848106,5.0,1.0,1.0897247358851685,2.107142857142857,0.0,0.0,9.0,11.0,16.0,0.4636705701083104,0.4924278846153846,0.5975,1.2222222222222223,0.32142857142857145,4.0,3.25,6.555555555555555,0.4636705701083103,5.0,3.0,2.0,2.25,8.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750051,0.313860001216323,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750047,2.0,2.7777777777777772,4.0,1.7777777777777777,9.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929541,0.34864267676767674,0.625,1.0,0.25,7.0,5.5,12.0,0.7198463103929541,2.0,2.7499999999999996,4.0,1.75,8.0,1
NP02585,8.0,6.799999999999999,-0.10371099950346441,20.0,2.0,4.342810150121692,1.8421052631578947,0.45067155067155057,0.3727272727272727,68.0,248.0,1039.0,0.3345044437832844,0.5539523877343066,0.3710479957360789,1.3235294117647054,0.35789473684210527,3.0,2.7999999999999994,5.147058823529411,0.33450444378328476,16.0,6.500000000000001,2.0,6.799999999999999,20.0,227.80327868852459,2.1967213114754105,-0.09434773264560535,6.0,1.0,0.7201928733275016,8.59344262295082,0.03444444444444444,0.03296703296703297,67.0,89.0,140.0,0.042791963890660305,0.12102175344266741,0.5020491803278689,1.0,0.0366120218579235,24.0,18.131147540983605,234.7164179104478,0.042791963890673156,6.0,3.1639344262295075,13.0,2.1967213114754105,61.0,715.0000000000001,1.9701492537313434,-0.015384615384604854,2.0,1.0,0.17017543658196088,22.666666666666668,0.0,0.0,66.0,65.0,64.0,0.6460066308219189,0.04619911375342636,0.5149253731343283,1.0,0.029850746268656716,66.0,49.746268656716424,759.3333333333334,0.6460066308218965,2.0,2.970149253731342,33.0,1.9701492537313434,67.0,1
NP05124,5.5,2.25,0.22115384615384637,4.0,1.0,1.0897247358851685,2.5714285714285716,0.0,0.0,9.0,7.0,8.0,0.4286237955312747,0.40940656565656564,0.6718750000000001,1.4444444444444444,0.32142857142857145,5.0,4.125000000000001,8.0,0.42862379553127455,4.0,2.75,3.0,2.25,8.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750049,0.31386000121632307,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750048,2.0,2.7777777777777777,4.0,1.7777777777777777,9.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929542,0.34864267676767674,0.625,1.0,0.25,7.0,5.5,12.0,0.7198463103929539,2.0,2.75,4.0,1.75,8.0,1
NP05272,12.0,1.7999999999999998,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332269,0.28537983144434753,0.6000000000000001,1.0,0.2,9.0,7.0,18.333333333333332,0.7026674183332271,2.0,2.8,5.0,1.7999999999999998,10.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750048,0.313860001216323,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750048,2.0,2.7777777777777772,4.0,1.7777777777777777,9.0,7.0,1.75,-0.1666666666666685,2.0,1.0,0.4330127018922193,3.0,0.0,0.0,7.0,6.0,5.0,0.7198463103929541,0.34864267676767674,0.625,1.0,0.25,7.0,5.5,12.0,0.7198463103929541,2.0,2.75,4.0,1.75,8.0,1
NP03304,4.3999999999999995,2.8,-0.44827586206896497,6.0,1.0,1.5362291495737217,1.9777777777777779,0.6208333333333333,0.29032258064516125,14.0,25.0,48.0,0.6040876016867566,0.5219799666277994,0.7486111111111111,1.142857142857143,0.3111111111111111,3.0,2.8,6.357142857142858,0.6040876016867568,6.0,3.5999999999999996,2.0,2.8,10.0,26.000000000000004,1.857142857142857,-0.08333333333333073,2.0,1.0,0.3499271061118826,5.0,0.0,0.0,13.0,12.0,11.0,0.6833408738218306,0.20935805366845697,0.5714285714285715,1.0,0.14285714285714285,13.0,10.0,35.0,0.6833408738218297,2.0,2.8571428571428563,7.0,1.857142857142857,14.0,22.0,1.846153846153846,-0.09090909090909989,2.0,1.0,0.36080121229410994,4.666666666666667,0.0,0.0,12.0,11.0,10.0,0.6827111903822891,0.22429811943779776,0.576923076923077,1.0,0.15384615384615385,12.0,9.230769230769232,30.333333333333332,0.6827111903822893,2.0,2.8461538461538454,6.0,1.846153846153846,13.0,1
NP05037,8.200000000000001,2.5999999999999996,0.07692307692307665,4.0,1.0,1.0198039027185568,2.8222222222222224,0.0,0.0,13.0,12.0,14.0,0.33927153770300394,0.3714093103396227,0.5875,1.6153846153846159,0.2888888888888889,6.0,4.7,9.76923076923077,0.33927153770300283,4.0,3.0,3.0,2.5999999999999996,10.0,18.333333333333336,2.0,-0.04347826086957223,3.0,1.0,0.408248290463863,4.333333333333333,0.0,0.0,12.0,10.0,9.0,0.2686011382161801,0.24153265107212477,0.587962962962963,1.1666666666666667,0.18181818181818182,11.0,8.499999999999998,23.833333333333332,0.26860113821617954,3.0,2.8333333333333326,6.0,2.0,12.0,18.333333333333336,1.8333333333333333,-0.1000000000000086,2.0,1.0,0.37267799624996495,4.333333333333333,0.0,0.0,11.0,10.0,9.0,0.6913524842132291,0.2415326510721248,0.5833333333333334,1.0,0.16666666666666666,11.0,8.5,26.0,0.6913524842132294,2.0,2.833333333333333,6.0,1.8333333333333333,12.0,1
NP00553,10.8,2.0000000000000004,-0.11111111111110977,4.0,1.0,0.7745966692414834,3.4,0.0,0.0,10.0,9.0,9.0,0.33779952158133164,0.30732177901042984,0.6375,1.2000000000000002,0.2222222222222222,8.0,6.3,15.3,0.33779952158133153,4.0,2.8,4.0,2.0000000000000004,10.0,12.0,1.8,-0.12500000000000056,2.0,1.0,0.4,3.6666666666666665,0.0,0.0,9.0,8.0,7.0,0.7026674183332272,0.28537983144434764,0.6,1.0,0.2,9.0,7.0,18.333333333333332,0.702667418333227,2.0,2.7999999999999994,5.0,1.8,10.0,9.333333333333334,1.7777777777777777,-0.14285714285714285,2.0,1.0,0.41573970964154905,3.3333333333333335,0.0,0.0,8.0,7.0,6.0,0.7015279460750048,0.31386000121632307,0.6111111111111112,1.0,0.2222222222222222,8.0,6.222222222222222,14.999999999999998,0.7015279460750048,2.0,2.7777777777777772,4.0,1.7777777777777777,9.0,1
NP02804,5.0,2.0,0.3518518518518522,4.0,1.0,0.9258200997725514,2.6666666666666665,0.0,0.0,7.0,5.0,4.0,0.3187295920676504,0.3920722135007849,0.6428571428571428,1.0,0.3333333333333333,6.0,4.7142857142857135,8.0,0.3187295920676504,2.0,2.7142857142857144,3.0,2.0,7.0,5.0,1.7142857142857144,-0.19999999999999551,2.0,1.0,0.45175395145262565,2.6666666666666665,0.0,0.0,6.0,5.0,4.0,0.7181913560179782,0.3920722135007849,0.6428571428571428,1.0,0.2857142857142857,6.0,4.714285714285714,9.333333333333334,0.7181913560179783,2.0,2.714285714285714,3.0,1.7142857142857144,7.0,3.3333333333333335,1.6666666666666667,-0.2500000000000007,2.0,1.0,0.4714045207910317,2.3333333333333335,0.0,0.0,5.0,4.0,3.0,0.7489932012391556,0.44781144781144777,0.6666666666666666,1.0,0.33333333333333337,5.0,4.0,7.0,0.7489932012391557,2.0,2.6666666666666665,3.0,1.6666666666666667,6.0,1
